OBJECTID,RNFL_DATE,WMRS_DAM_DLY_RNF_MM,WMRS_DAM_NMBR_DLY_RNF_MM,STNB_DAM_DLY_RNF_MM,STNB_DAM_NMBR_DLY_RNF_MM,VLVL_DAM_DLY_RNF_MM,VLVL_DAM_NMBR_DLY_RNF_MM,THWT_KLF_DAM_DLY_RNF_MM,THWT_KLF_DAM_NMBR_DLY_RNF_MM,WDHD_DAM_DLY_RNF_MM,WDHD_DAM_NMBR_DLY_RNF_MM,DE_VLRS_HS_DAM_DLY_RNF_MM,DE_VLRS_HS_DAM_NMBR_DLY_RNF_MM,NWLN_DAM_DLY_RNF_MM,NWLN_DAM_NMBR_DLY_RNF_MM,WYNB_DAM_DLY_RNF_MM,WYNB_DAM_NMBR_DLY_RNF_MM,CNST_NEK_DAM_DLY_RNF_MM,CNST_NEK_DAM_NMBR_DLY_RNF_MM,PLTK_DAM_DLY_RNF_MM,PLTK_DAM_NMBR_DLY_RNF_MM,BLCK_UPR_WTP_DAM_DLY_RNF_MM,BLCK_UPR_WTP_DAM_NMB_DLY_RNF_MM,BLCK_LWR_DAM_DLY_RNF_MM,BLCK_LWR_DAM_NMBR_DLY_RNF_MM,GLEN_GRY_DAM_DLY_RNF_MM,GLEN_GRY_DAM_NMBR_DLY_RNF_MM,TYGR_DAM_DLY_RNF_MM,TYGR_DAM_NMBR_DLY_RNF_MM,FR_DAM_DLY_RNF_MM,FR_DAM_NMBR_DLY_RNF_MM,BRKL_DAM_DLY_RNF_MM,BRKL_DAM_NMBR_DLY_RNF_MM,ATLN_WSFL_DAM_DLY_RNF_MM,ATLN_WSFL_DAM_NMBR_DLY_RNF_MM,MLTN_DAM_DLY_RNF_MM,MLTN_DAM_NMBR_DLY_RNF_MM,KLF_NEK_DAM_DLY_RNF_MM,KLF_NEK_DAM_NMBR_DLY_RNF_MM,BRGR_DAM_DLY_RNF_MM,BRGR_DAM_NMB_DLY_RNF_MM,NWLN_DAM_DLY_EVP_MM,NWLN_DAM_NMBR_DLY_EVP_MM,STNB_DAM_DLY_EVP_MM,STNB_DAM_NMBR_DLY_EVP_MM,WMRS_DAM_DLY_EVP_MM,WMRS_DAM_NMBR_DLY_EVP_MM,BRKL_DAM_DLY_EVP_MM,BRKL_DAM_NMBR_DLY_EVP_MM,WDHD_DAM_DLY_EVP_MM,WDHD_DAM_NMBR_DLY_EVP_MM,MLTN_DAM_DLY_EVP_MM,MLTN_DAM_NMBR_DLY_EVP_MM,STNB_2_DAM_DLY_RNF_MM,STNB_2_DAM_NMBR_DLY_RNF_MM,STNB_3_DAM_DLY_RNF_MM,STNB_3_DAM_NMBR_DLY_RNF_MM,STNB_CTCH_4_DLY_RNF_MM,STNB_CTCH_4_NMBR_DLY_RNF_MM,WMRS_2_STH_DAM_DLY_RNF_MM,WMRS_2_STH_DAM_NMBR_DLY_RNF_MM,WMRS_3_NRTH_DAM_DLY_RNF_MM,WMRS_3_NRTH_DAM_NMBR_DLY_RNF_MM,WMRS_4_NEW_STH_DAM_DLY_RNF_MM,WMRS_4_NEW_STH_DAM_NMBR_DLY_RNF,WMRS_5_NEW_NRTH_DAM_DLY_RNF_MM,WMRS_5_NEW_NRTH_DAM_NMBR_DLY_RN,HS_DAM,TNL_DAM,MLS_DAM,WVL_DAM,SPRN_DAM,KTCH_DAM,WKPJ_DAM,CNEK_DISA_DAM,DAM_DAY,DAM_MNTH,DAM_YEAR,WMRS_HOEK_1_DAM_DLY_RNF,STNB_1_DAM_DLY_RNF,VLVL_DAM_DLY_RNF,THWT_DAM_DLY_RNF,WDHD_DAM_DLY_RNF,DE_VLRS_DAM_DLY_RNF,NWLN_DAM_DLY_RNF,WYNB_DAM_DLY_RNF,CNST_DAM_DLY_RNF,PLTK_DAM_DLY_RNF,BLCK_UPR_DAM_DLY_RNF,BLCK_LWR_DAM_DLY_RNF,GLNG_DAM_DLY_RNF,TYGR_DAM_DLY_RNF,FR_DAM_DLY_RNF,BRKL_DAM_DLY_RNF,ATLN_DAM_DLY_RNF,MLTN_DAM_DLY_RNF,KLFN_DAM_DLY_RNF,BRGR_DAM_DLY_RNF
5632,2015/06/02 00:00:00+00,18.2,,8,,18,,31,,9,,,,19.5,,18.5,,28,,19.3,,19.2,,17,,31.5,,23,,7,,35,,,,15,,14.3,,23.11,,0,,0,,0,,0,,0,,0,,10.5,,10,,18.5,,18.2,,0,,17.4,,17,,,,,,,,,,2,6,2015,,,,,,,,,,,,,,,,,,,,
5633,2015/06/03 00:00:00+00,26.3,,57.3,,12,,36,,75,,,,19.8,,21.3,,60,,31.4,,32,,25,,31.6,,24,,40,,35,,,,47,,46.2,,,,0,,0,,0,,0,,0,,0,,100.5,,75,,57.8,,26.3,,1.8,,26.4,,24,,,,,,,,,,3,6,2015,,,,,,,,,,,,,,,,,,,,
5634,2015/06/04 00:00:00+00,0,,0,,0,,0,,0,,,,0.5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0.2,,0.2,,,,0.5,,1.5,,0,,9,,0,,0.1,,,,,,0.4,,0,,2.5,,,,,,,,,,,,,,4,6,2015,,,,,,,,,,,,,,,,,,,,
5635,2015/06/05 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1.5,,0.5,,0,,2,,2,,2,,,,,,,,0,,1.5,,,,,,,,,,,,,,5,6,2015,,,,,,,,,,,,,,,,,,,,
5636,2015/06/06 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,0,,3,,0,,2,,3,,3,,,,,,,,0,,1,,,,,,,,,,,,,,6,6,2015,,,,,,,,,,,,,,,,,,,,
5637,2015/06/07 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.3,,,,0,,0,,,,10,,1.5,,0,,1,,1,,0.5,,,,,,,,0,,1.5,,,,,,,,,,,,,,7,6,2015,,,,,,,,,,,,,,,,,,,,
5638,2015/06/08 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,3,,0,,1,,3,,0.5,,,,,,,,0,,2,,,,,,,,,,,,,,8,6,2015,,,,,,,,,,,,,,,,,,,,
5639,2015/06/09 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0.2,,0.2,,0,,0,,0,,0,,,,0,,0,,,,1,,3,,0,,3,,2,,5,,1.7,,0.4,,,,0,,1,,,,,,,,,,,,,,9,6,2015,,,,,,,,,,,,,,,,,,,,
5640,2015/06/10 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,0.5,,0,,1,,3,,0,,19,,22,,,,0,,0.5,,,,,,,,,,,,,,10,6,2015,,,,,,,,,,,,,,,,,,,,
5641,2015/06/11 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,0,,0.5,,0,,1,,2,,3,,14.5,,6.6,,,,0,,1,,,,,,,,,,,,,,11,6,2015,,,,,,,,,,,,,,,,,,,,
5642,2015/06/12 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,0,,1.5,,0,,1,,1,,3,,,,,,,,0,,1,,,,,,,,,,,,,,12,6,2015,,,,,,,,,,,,,,,,,,,,
5643,2015/06/13 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,2,,1,,0,,1,,2,,0,,,,,,,,0,,1,,,,,,,,,,,,,,13,6,2015,,,,,,,,,,,,,,,,,,,,
5644,2015/06/14 00:00:00+00,0.6,,0.3,,0,,0,,14.3,,,,4,,4,,3,,0,,1,,0.5,,1.5,,1,,0,,3,,,,0.9,,0.1,,,,0,,1.3,,0,,0,,1,,0,,,,,,,,0.6,,2.6,,,,,,,,,,,,,,14,6,2015,,,,,,,,,,,,,,,,,,,,
5645,2015/06/15 00:00:00+00,18,,16.2,,2,,8,,32.8,,,,52,,28.5,,40,,16,,8.2,,8,,18,,18,,2,,10,,,,25,,24,,1.66,,0,,0,,0,,0,,0,,0,,,,,,,,18,,0.5,,12.4,,18.1,,,,,,,,,,15,6,2015,,,,,,,,,,,,,,,,,,,,
5646,2015/06/16 00:00:00+00,11.1,,0,,18,,11.3,,15.2,,,,25,,14,,15,,6,,14,,19,,2.2,,8,,16,,3,,,,10.6,,3.7,,,,0,,0,,0,,0,,0,,0,,,,,,39.6,,11.1,,1.6,,7.7,,12,,,,,,,,,,16,6,2015,,,,,,,,,,,,,,,,,,,,
5647,2015/06/17 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,0,,1,,0,,6,,0,,1,,,,,,,,0,,1,,,,,,,,,,,,,,17,6,2015,,,,,,,,,,,,,,,,,,,,
5648,2015/06/18 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,1,,0,,2,,2,,1,,,,,,,,0,,2,,,,,,,,,,,,,,18,6,2015,,,,,,,,,,,,,,,,,,,,
5649,2015/06/19 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,1,,0,,1,,1,,2,,,,,,,,0,,1,,,,,,,,,,,,,,19,6,2015,,,,,,,,,,,,,,,,,,,,
5650,2015/06/20 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,5,,0,,1.5,,3,,0.5,,,,,,,,0,,1,,,,,,,,,,,,,,20,6,2015,,,,,,,,,,,,,,,,,,,,
5651,2015/06/21 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,2,,0,,2,,2,,0.5,,,,,,,,0,,1,,,,,,,,,,,,,,21,6,2015,,,,,,,,,,,,,,,,,,,,
5652,2015/06/22 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,21.08,,1,,2,,0,,2,,2,,1,,,,,,,,0,,2,,,,,,,,,,,,,,22,6,2015,,,,,,,,,,,,,,,,,,,,
5653,2015/06/23 00:00:00+00,52.2,,32.5,,18,,16,,37,,,,56,,45.5,,36,,17.5,,9,,20,,27,,33.1,,10,,24,,,,23,,23.7,,32.67,,0,,0,,0,,0,,1,,0,,38,,45.2,,25.5,,52.2,,5.2,,35,,47.5,,,,,,,,,,23,6,2015,,,,,,,,,,,,,,,,,,,,
5654,2015/06/24 00:00:00+00,15.5,,21.5,,8,,8,,6,,,,10.5,,15.4,,11,,3.5,,5.9,,6,,0.3,,13,,8,,7,,,,2.7,,3,,0.762,,0,,0,,0,,0,,0,,0,,0,,30.5,,19,,15.5,,1,,12.2,,15.4,,,,,,,,,,24,6,2015,,,,,,,,,,,,,,,,,,,,
5655,2015/06/25 00:00:00+00,0,,3.3,,0,,0,,3.8,,,,0,,0.3,,7,,0,,0,,0,,0,,0,,1.5,,3,,,,1,,1.7,,,,0,,0.3,,0,,0,,1,,0,,,,,,0.6,,0,,0.5,,,,,,,,,,,,,,25,6,2015,,,,,,,,,,,,,,,,,,,,
5656,2015/06/26 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,2,,0,,,,1,,0,,0,,1,,0,,1,,,,,,,,0,,1.5,,,,,,,,,,,,,,26,6,2015,,,,,,,,,,,,,,,,,,,,
5657,2015/06/27 00:00:00+00,0.2,,0,,0,,0,,4.7,,,,5.5,,1,,4,,0,,0,,0,,0,,0,,0,,0,,,,2.5,,3,,1.27,,0,,0.5,,0,,0,,2.5,,0,,,,,,,,0.2,,1.2,,,,,,,,,,,,,,27,6,2015,,,,,,,,,,,,,,,,,,,,
5658,2015/06/28 00:00:00+00,1.7,,2.5,,0,,0,,28,,,,16.5,,4,,17,,4.9,,2.6,,3,,2,,4.1,,2.5,,7,,,,28,,18,,,,0,,2.5,,0,,0,,0,,0,,4,,2.5,,2.9,,1.7,,1.2,,,,,,,,,,,,,,28,6,2015,,,,,,,,,,,,,,,,,,,,
5659,2015/06/29 00:00:00+00,0,,0,,0,,0,,0,,,,6,,0,,4,,0,,0,,0,,0,,0,,0,,0.5,,,,2.8,,2.3,,,,0,,1,,0,,1,,0,,0.4,,,,,,0.3,,0,,0.5,,,,,,,,,,,,,,29,6,2015,,,,,,,,,,,,,,,,,,,,
5660,2015/06/30 00:00:00+00,0,144.6,0,143.6,0,76,0,127.1,0,237.8,,,0,215.3,0,152.5,0,225,0,101.1,0,92.1,0,98.7,0,114.1,0,124.2,0,87,0,131.3,,,0,160.7,0,140.2,,89.192,1,25,0.5,34.1,0,0,1,41.5,2.5,38,4,32.5,,,,,,,0,144.6,1,39.6,,112.1,,134.8,,,,,,,,,30,6,2015,10,9,6,7,11,,11,10,11,8,9,9,8,8,8,12,,13,12,
5661,2015/07/01 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,2,,0,,2,,2.5,,1,,,,,,,,0,,1.5,,,,,,,,,,,,,,1,7,2015,,,,,,,,,,,,,,,,,,,,
5662,2015/07/02 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,0.5,,2,,0,,3,,4,,0.5,,,,,,,,0,,1.5,,,,,,,,,,,,,,2,7,2015,,,,,,,,,,,,,,,,,,,,
5663,2015/07/03 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,0.5,,1,,0,,3,,1,,1,,,,,,,,0,,1.5,,,,,,,,,,,,,,3,7,2015,,,,,,,,,,,,,,,,,,,,
5664,2015/07/04 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,1,,0,,3,,2,,0.5,,,,,,,,0,,1,,,,,,,,,,,,,,4,7,2015,,,,,,,,,,,,,,,,,,,,
5665,2015/07/05 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,2,,0,,1,,1,,2,,,,,,,,0,,1.5,,,,,,,,,,,,,,5,7,2015,,,,,,,,,,,,,,,,,,,,
5666,2015/07/06 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,0,,2,,0,,3,,2,,1,,,,,,,,0,,1.5,,,,,,,,,,,,,,6,7,2015,,,,,,,,,,,,,,,,,,,,
5667,2015/07/07 00:00:00+00,0.5,,0,,0,,0,,3,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,1.5,,0,,2,,3,,0,,,,,,,,0.5,,2,,,,,,,,,,,,,,7,7,2015,,,,,,,,,,,,,,,,,,,,
5668,2015/07/08 00:00:00+00,0,,0,,0.7,,0,,0,,,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,,,0.1,,0.1,,,,0,,0,,0,,0,,0,,2,,,,,,,,0,,0.5,,,,,,,,,,,,,,8,7,2015,,,,,,,,,,,,,,,,,,,,
5669,2015/07/09 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,0.5,,1,,0,,1,,1,,5,,,,,,,,0,,1,,,,,,,,,,,,,,9,7,2015,,,,,,,,,,,,,,,,,,,,
5670,2015/07/10 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,14.22,,1,,1,,0,,1,,1,,1,,,,,,,,0,,1,,,,,,,,,,,,,,10,7,2015,,,,,,,,,,,,,,,,,,,,
5671,2015/07/11 00:00:00+00,27,,13.3,,11,,12.7,,14,,,,17.4,,12,,11,,5,,7,,10,,6,,13,,2,,14,,,,15.5,,13.2,,5.334,,0,,0,,0,,0,,1,,0.5,,,,,,,,27,,5,,,,,,,,,,,,,,11,7,2015,,,,,,,,,,,,,,,,,,,,
5672,2015/07/12 00:00:00+00,2.1,,8.3,,0,,1.9,,2,,,,1.8,,1,,4,,0,,2.7,,2,,0,,0,,1,,3,,,,1.5,,1.5,,0,,0,,0.5,,0,,0,,0,,0.5,,,,,,35,,2.1,,1.6,,,,,,,,,,,,,,12,7,2015,,,,,,,,,,,,,,,,,,,,
5673,2015/07/13 00:00:00+00,0,,0,,0,,0,,0.2,,,,3,,0,,0.5,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,0,,0,,0,,4,,1.5,,5.5,,,,,,1,,0,,1.5,,,,,,,,,,,,,,13,7,2015,,,,,,,,,,,,,,,,,,,,
5674,2015/07/14 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,0.5,,2.5,,0,,2,,0.7,,0.5,,,,,,,,0,,1.5,,,,,,,,,,,,,,14,7,2015,,,,,,,,,,,,,,,,,,,,
5675,2015/07/15 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0.3,,,,0,,0,,0.762,,0,,1,,0,,0,,1.5,,0.5,,,,,,,,0,,1,,,,,,,,,,,,,,15,7,2015,,,,,,,,,,,,,,,,,,,,
5676,2015/07/16 00:00:00+00,7.4,,0,,3.5,,0,,20,,,,4.5,,8,,8,,0.6,,1,,0.5,,1.2,,1.5,,2,,3.5,,,,1.8,,1.8,,152.9,,0,,1,,0,,0,,0,,0,,,,,,,,7.4,,2.4,,,,,,,,,,,,,,16,7,2015,,,,,,,,,,,,,,,,,,,,
5677,2015/07/17 00:00:00+00,79,,51.1,,38,,30,,51.8,,,,127,,80,,64,,20,,32,,28,,28.8,,46.5,,0,,43,,,,42.2,,39.5,,6.35,,0,,0,,0,,0,,0,,0,,,,,,,,79,,0,,,,,,,,,,,,,,17,7,2015,,,,,,,,,,,,,,,,,,,,
5678,2015/07/18 00:00:00+00,0,,0,,2.5,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,,,,0,,0,,,,1,,2,,0,,0,,0,,3,,,,,,,,0,,2,,,,,,,,,,,,,,18,7,2015,,,,,,,,,,,,,,,,,,,,
5679,2015/07/19 00:00:00+00,0,,0,,1.5,,1.2,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,,,0,,0,,,,1,,0.2,,0,,1,,2,,0.5,,,,,,42,,0,,1,,,,,,,,,,,,,,19,7,2015,,,,,,,,,,,,,,,,,,,,
5680,2015/07/20 00:00:00+00,0,,0,,0,,4,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,1.5,,0,,0,,0.4,,0.5,,,,,,4.3,,0,,3,,,,,,,,,,,,,,20,7,2015,,,,,,,,,,,,,,,,,,,,
5681,2015/07/21 00:00:00+00,4.1,,0,,0,,8.7,,0,,,,0,,0,,0,,0.5,,0,,0,,0,,0,,0,,0.5,,,,0,,0,,0.508,,1,,0.5,,0,,1,,4,,11,,,,,,3.8,,4.1,,3.1,,,,,,,,,,,,,,21,7,2015,,,,,,,,,,,,,,,,,,,,
5682,2015/07/22 00:00:00+00,12.5,,23,,0,,36,,26,,,,22.5,,17,,24,,22.5,,26.1,,22,,21,,22,,11,,23,,,,11.2,,11.2,,,,0.5,,0,,0,,0,,1,,2,,,,,,20.9,,12.5,,6,,,,,,,,,,,,,,22,7,2015,,,,,,,,,,,,,,,,,,,,
5683,2015/07/23 00:00:00+00,14.4,,41,,30,,6.5,,42,,,,32,,26,,44,,16.5,,18.7,,20,,15.5,,31,,40,,38,,,,26.5,,19,,23.27,,0,,0,,0,,0,,0,,0,,,,,,32,,14.4,,3.9,,,,,,,,,,,,,,23,7,2015,,,,,,,,,,,,,,,,,,,,
5684,2015/07/24 00:00:00+00,8.5,,11.8,,0,,13,,8.8,,,,3,,0,,0,,0,,0.6,,0.2,,0,,0,,0,,9,,,,8.5,,7.5,,5.08,,0,,0,,0,,0,,0,,0,,,,,,16.5,,8.5,,3,,,,,,,,,,,,,,24,7,2015,,,,,,,,,,,,,,,,,,,,
5685,2015/07/25 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0.508,,2,,1.5,,0,,1,,3.8,,3,,,,,,,,0,,1.5,,,,,,,,,,,,,,25,7,2015,,,,,,,,,,,,,,,,,,,,
5686,2015/07/26 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,0,,2,,0,,4,,0,,1,,,,,,,,0,,1.5,,,,,,,,,,,,,,26,7,2015,,,,,,,,,,,,,,,,,,,,
5687,2015/07/27 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,1,,0,,1,,2.5,,1,,,,,,,,0,,1.5,,,,,,,,,,,,,,27,7,2015,,,,,,,,,,,,,,,,,,,,
5688,2015/07/28 00:00:00+00,0,,0,,0,,0,,2.3,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0.2,,0.5,,11.18,,2,,1,,0,,1.5,,2.5,,1.1,,,,,,,,0,,1.5,,,,,,,,,,,,,,28,7,2015,,,,,,,,,,,,,,,,,,,,
5689,2015/07/29 00:00:00+00,61.5,,21,,10,,6,,37.5,,,,60,,36,,26,,13.4,,20,,15,,13,,23.5,,10,,22,,,,38.8,,34.5,,103.9,,0,,0,,0,,0,,0,,0,,,,,,54.9,,61.5,,8,,,,,,,,,,,,,,29,7,2015,,,,,,,,,,,,,,,,,,,,
5690,2015/07/30 00:00:00+00,8.1,,1,,48,,1.7,,1.7,,,,17,,1.5,,0.5,,13.5,,4.3,,5,,14.5,,11,,3,,3,,,,4.8,,0.2,,,,0,,0.5,,0,,0,,0,,3.4,,,,,,6,,8.1,,5.1,,,,,,,,,,,,,,30,7,2015,,,,,,,,,,,,,,,,,,,,
5691,2015/07/31 00:00:00+00,0,225.1,0,170.5,0,145.2,0,121.7,0,209.3,,,0,288.2,0,181.5,0,183,0,92,0,112.4,0,102.7,0,101,0,148.5,0,69,0,167.3,,,0,151.1,0,129,,324.012,1,17.5,1.5,30.2,0,0,1,35.5,3.2,41.6,0.5,48.5,,,,,0,216.4,0,225.1,1.5,68.6,,0,,0,,,,,,,,,31,7,2015,11,8,9,11,12,,10,8,10,8,9,9,8,7,7,13,,11,11,
5692,2015/08/01 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,1,,0,,2,,2.5,,0.5,,,,,,0,,0,,1.5,,,,,,,,,,,,,,1,8,2015,,,,,,,,,,,,,,,,,,,,
5693,2015/08/02 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,2,,3,,0,,2,,3.5,,3,,,,,,0,,0,,1.5,,,,,,,,,,,,,,2,8,2015,,,,,,,,,,,,,,,,,,,,
5694,2015/08/03 00:00:00+00,16,,16.9,,3,,9.5,,8,,,,19.5,,15.9,,15,,9.5,,10.9,,10,,13.5,,17.4,,4,,6,,,,6.4,,6.2,,5.334,,0,,0.4,,0,,0,,5.5,,0,,41.7,,10.4,,6.7,,16,,5.5,,8.6,,13,,,,,,,,,,3,8,2015,,,,,,,,,,,,,,,,,,,,
5695,2015/08/04 00:00:00+00,28,,10.2,,5.5,,1.9,,1.5,,,,5,,2.6,,2,,0.5,,0.2,,0.2,,1,,0,,0,,0.8,,,,0,,0,,35.31,,0,,0,,0,,0,,0,,0,,8,,9.4,,2,,28,,3,,24.2,,32,,,,,,,,,,4,8,2015,,,,,,,,,,,,,,,,,,,,
5696,2015/08/05 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,1,,0,,2,,0,,2,,,,,,0,,0,,1.5,,,,,,,,,,,,,,5,8,2015,,,,,,,,,,,,,,,,,,,,
5697,2015/08/06 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,2,,0,,3,,3,,2,,,,,,0,,0,,2.5,,,,,,,,,,,,,,6,8,2015,,,,,,,,,,,,,,,,,,,,
5698,2015/08/07 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,2,,0,,2,,6,,1,,,,,,0,,0,,2,,,,,,,,,,,,,,7,8,2015,,,,,,,,,,,,,,,,,,,,
5699,2015/08/08 00:00:00+00,0,,0,,0,,0,,0.6,,,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,0.5,,0,,1,,4.5,,2,,,,,,0,,0,,2,,,,,,,,,,,,,,8,8,2015,,,,,,,,,,,,,,,,,,,,
5700,2015/08/09 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,1,,2.5,,0,,2,,1.6,,2,,,,,,0,,0,,3,,,,,,,,,,,,,,9,8,2015,,,,,,,,,,,,,,,,,,,,
5701,2015/08/10 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,32,,2,,3,,0,,3,,2,,2,,,,,,0,,0,,2,,,,,,,,,,,,,,10,8,2015,,,,,,,,,,,,,,,,,,,,
5702,2015/08/11 00:00:00+00,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0.254,,1,,1.5,,0,,2,,1,,1,,,,,,0,,0,,1.5,,,,,,,,,,,,,,11,8,2015,,,,,,,,,,,,,,,,,,,,
5703,2015/08/12 00:00:00+00,4.5,,3.5,,1.5,,0,,6,,,,6.5,,5,,4.5,,1.4,,1.5,,1.8,,2.2,,2.5,,0,,4,,,,3,,3.8,,,,0,,0,,0,,0,,3,,0,,4.5,,2.7,,2.3,,4.5,,2.5,,2.2,,2.2,,,,,,,,,,12,8,2015,,,,,,,,,,,,,,,,,,,,
5704,2015/08/13 00:00:00+00,24.4,,8.2,,9,,1.4,,16.5,,,,24,,9,,13.5,,5.9,,4.5,,5,,6.4,,13.5,,10,,10,,,,14,,12,,1.524,,0,,0,,0,,0,,0,,0,,8.4,,12.1,,16.8,,24.4,,3.4,,17.3,,27.6,,,,,,,,,,13,8,2015,,,,,,,,,,,,,,,,,,,,
5705,2015/08/14 00:00:00+00,0,,0,,3,,0,,3,,,,0,,0,,0.5,,0,,0,,0,,0.4,,0,,0,,1,,,,0,,0,,3.048,,0,,1.5,,0,,1,,0,,2,,,,,,0,,0,,1.5,,,,,,,,,,,,,,14,8,2015,,,,,,,,,,,,,,,,,,,,
5706,2015/08/15 00:00:00+00,0,,8.3,,0,,0,,43.5,,,,49.6,,17,,22,,3.2,,1.6,,1,,2.1,,8.5,,0,,7,,,,21.4,,16.4,,0.762,,0,,0,,0,,0,,0,,0,,14,,7.1,,0,,0,,0.5,,,,,,,,,,,,,,15,8,2015,,,,,,,,,,,,,,,,,,,,
